100.0| 0.0| -5.25
99.724754| 0.0| -10.49278
99.17539| 0.0| -15.713959
98.3538| 0.0| -20.899273
97.26259| 0.0| -26.034616
95.90509| 0.0| -31.106077
94.28536| 0.0| -36.09997
92.408134| 0.0| -41.00288
90.27883| 0.0| -45.80169
87.90353| 0.0| -50.483612
85.288925| 0.0| -55.036232
82.44235| 0.0| -59.44753
79.37173| 0.0| -63.705902
76.085526| 0.0| -67.80021
72.592766| 0.0| -71.71979
68.90298| 0.0| -75.45448
65.02618| 0.0| -78.99467
60.97283| 0.0| -82.33127
56.75383| 0.0| -85.45577
52.380455| 0.0| -88.36027
47.864346| 0.0| -91.037445
43.217472| 0.0| -93.48061
38.452095| 0.0| -95.683716
33.580734| 0.0| -97.64135
28.616138| 0.0| -99.34877
23.571245| 0.0| -100.80189
18.45915| 0.0| -101.997284
13.29307| 0.0| -102.93223
8.086309| 0.0| -103.60465
2.8522277| 0.0| -104.01317
-2.3957996| 0.0| -104.15708
-7.644411| 0.0| -104.036354
-12.880296| 0.0| -103.65163
-18.090225| 0.0| -103.00421
-23.261086| 0.0| -102.09608
-28.37991| 0.0| -100.929825
-33.433914| 0.0| -99.50872
-38.410522| 0.0| -97.83663
-43.297398| 0.0| -95.91805
-48.082474| 0.0| -93.75807
-52.753986| 0.0| -91.36235
-57.30049| 0.0| -88.73713
-61.7109| 0.0| -85.88918
-65.974495| 0.0| -82.82581
-70.08097| 0.0| -79.554825
-74.02043| 0.0| -76.0845
-77.78343| 0.0| -72.423584
-81.361| 0.0| -68.58125
-84.74464| 0.0| -64.56709
-87.92635| 0.0| -60.39107
-90.89868| 0.0| -56.06351
-93.65468| 0.0| -51.59507
-96.18796| 0.0| -46.9967
-98.49268| 0.0| -42.279633
-100.56359| 0.0| -37.455338
-102.396| 0.0| -32.535503
-103.985825| 0.0| -27.532007
-105.32955| 0.0| -22.456882
-106.42428| 0.0| -17.322287
-107.2677| 0.0| -12.140478
-107.85812| 0.0| -6.923784
-108.19445| 0.0| -1.6845675
-108.276184| 0.0| 3.5647964
-108.10343| 0.0| 8.811954
-107.676895| 0.0| 14.044598
-106.99787| 0.0| 19.250502
-106.068245| 0.0| 24.417542
-104.89047| 0.0| 29.533726
-103.467575| 0.0| 34.587227
-101.80313| 0.0| 39.5664
-99.901276| 0.0| 44.45981
-97.76667| 0.0| 49.256264
-95.4045| 0.0| 53.94483
-92.82046| 0.0| 58.514866
-90.020706| 0.0| 62.956028
-87.0119| 0.0| 67.25831
-83.80115| 0.0| 71.41205
-80.39598| 0.0| 75.40797
-76.80436| 0.0| 79.23717
-73.03463| 0.0| 82.89116
-69.09551| 0.0| 86.36188
-64.99609| 0.0| 89.6417
-60.74577| 0.0| 92.723465
-56.35426| 0.0| 95.600464
-51.831562| 0.0| 98.26649
-47.18793| 0.0| 100.71581
-42.43386| 0.0| 102.943214
-37.580055| 0.0| 104.943985
-32.637405| 0.0| 106.71393
-27.616959| 0.0| 108.24938
-22.529902| 0.0| 109.54721
-17.387531| 0.0| 110.60481
-12.201225| 0.0| 111.42012
-6.9824233| 0.0| 111.991615
-1.7425976| 0.0| 112.318306
3.5067706| 0.0| 112.39975
8.754217| 0.0| 112.23603
13.988319| 0.0| 111.82778
19.197721| 0.0| 111.17615
24.371159| 0.0| 110.28281
29.497477| 0.0| 109.149956
34.565662| 0.0| 107.78029
39.564865| 0.0| 106.17702
44.484413| 0.0| 104.34384
49.313843| 0.0| 102.284935
54.042915| 0.0| 100.004944
58.66164| 0.0| 97.50897
63.160294| 0.0| 94.802574
67.52944| 0.0| 91.89172
71.75994| 0.0| 88.78281
75.842995| 0.0| 85.48262
79.77012| 0.0| 81.998344
83.5332| 0.0| 78.33752
87.124504| 0.0| 74.50802
90.53667| 0.0| 70.518074
93.762726| 0.0| 66.376205
96.79613| 0.0| 62.091236
99.630745| 0.0| 57.67225
102.26089| 0.0| 53.12859
104.6813| 0.0| 48.469826
106.887184| 0.0| 43.705734
108.87419| 0.0| 38.84628
110.63845| 0.0| 33.901596
112.17656| 0.0| 28.881962
113.48558| 0.0| 23.797773
114.563065| 0.0| 18.65953
115.40704| 0.0| 13.477812
116.01603| 0.0| 8.263251
116.389015| 0.0| 3.0265174
116.52549| 0.0| -2.2217088
